pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Magallanes,120128,120128,2023,20,Otoño,2023.0,21.0,3.03,3.69,4.845969064546567,3.03,-1.1559690645465674,1.1559690645465674
Chile,Magallanes,120128,120128,2023,21,Otoño,2023.0,22.0,3.69,4.050000000000001,6.36961746031746,3.69,-2.319617460317459,2.319617460317459
Chile,Magallanes,120128,120128,2023,22,Otoño,2023.0,23.0,4.050000000000001,3.49,5.994601865079367,4.050000000000001,-2.5046018650793664,2.5046018650793664
Chile,Magallanes,120128,120128,2023,23,Otoño,2023.0,24.0,3.49,5.01,5.276897543290047,3.49,-0.2668975432900469,0.2668975432900469
Chile,Magallanes,120128,120128,2023,24,Otoño,2023.0,25.0,5.01,7.949999999999999,8.657565955988455,5.01,-0.7075659559884553,0.7075659559884553
Chile,Magallanes,120128,120128,2023,25,Otoño,2023.0,26.0,7.949999999999999,7.15,10.03818537906538,7.949999999999999,-2.88818537906538,2.88818537906538
Chile,Magallanes,120128,120128,2023,26,Otoño,2023.0,27.0,7.15,12.81,8.581028632756128,7.15,4.228971367243872,4.228971367243872
Chile,Magallanes,120128,120128,2023,27,Invierno,2023.0,28.0,12.81,3.55,10.981541154678657,12.81,-7.431541154678658,7.431541154678658
Chile,Magallanes,120128,120128,2023,28,Invierno,2023.0,29.0,3.55,2.1,5.109578363395865,3.55,-3.0095783633958653,3.0095783633958653
Chile,Magallanes,120128,120128,2023,29,Invierno,2023.0,30.0,2.1,7.25,2.6155636519961507,2.1,4.634436348003849,4.634436348003849
Chile,Magallanes,120128,120128,2023,30,Invierno,2023.0,31.0,7.25,6.529999999999999,9.63270526334776,7.25,-3.10270526334776,3.10270526334776
Chile,Magallanes,120128,120128,2023,31,Invierno,2023.0,32.0,6.529999999999999,4.92,8.302847282347278,6.529999999999999,-3.382847282347278,3.382847282347278
Chile,Magallanes,120128,120128,2023,32,Invierno,2023.0,33.0,4.92,6.699999999999999,6.329693769841267,4.92,0.3703062301587323,0.3703062301587323
Chile,Magallanes,120128,120128,2023,33,Invierno,2023.0,34.0,6.699999999999999,6.05,8.827771706349207,6.699999999999999,-2.777771706349207,2.777771706349207
Chile,Magallanes,120128,120128,2023,34,Invierno,2023.0,35.0,6.05,3.85,6.868058997114001,6.05,-3.0180589971140006,3.0180589971140006
Chile,Magallanes,120128,120128,2023,35,Invierno,2023.0,36.0,3.85,6.66,5.497170664983169,3.85,1.1628293350168315,1.1628293350168315
Chile,Magallanes,120128,120128,2023,36,Invierno,2023.0,37.0,6.66,5.36,8.086000341510339,6.66,-2.726000341510338,2.726000341510338
Chile,Magallanes,120128,120128,2023,37,Invierno,2023.0,38.0,5.36,6.62,5.876443001584471,5.36,0.7435569984155288,0.7435569984155288
Chile,Magallanes,120128,120128,2023,38,Invierno,2023.0,39.0,6.62,1.29,6.538056053391049,6.62,-5.248056053391049,5.248056053391049
Chile,Magallanes,120128,120128,2023,39,Invierno,2023.0,40.0,1.29,0.5,2.5693679401154403,1.29,-2.0693679401154403,2.0693679401154403
Chile,Magallanes,120128,120128,2023,40,Primavera,2023.0,41.0,0.5,0.68,0.7473045899470898,0.5,-0.06730458994708977,0.06730458994708977
Chile,Magallanes,120128,120128,2023,41,Primavera,2023.0,42.0,0.68,1.75,0.9073102513227513,0.68,0.8426897486772487,0.8426897486772487
Chile,Magallanes,120128,120128,2023,42,Primavera,2023.0,43.0,1.75,3.13,2.0578443073593076,1.75,1.0721556926406923,1.0721556926406923
Chile,Magallanes,120128,120128,2023,43,Primavera,2023.0,44.0,3.13,2.45,3.342032179024681,3.13,-0.8920321790246808,0.8920321790246808
Chile,Magallanes,120128,120128,2023,44,Primavera,2023.0,45.0,2.45,2.85,2.8692591474266473,2.45,-0.01925914742664725,0.01925914742664725
Chile,Magallanes,120128,120128,2023,45,Primavera,2023.0,46.0,2.85,4.749999999999999,3.0631687836894304,2.85,1.6868312163105688,1.6868312163105688
Chile,Magallanes,120128,120128,2023,46,Primavera,2023.0,47.0,4.749999999999999,5.08,4.7497811539060075,4.749999999999999,0.33021884609399255,0.33021884609399255
Chile,Magallanes,120128,120128,2023,47,Primavera,2023.0,48.0,5.08,4.15,5.576268869790339,5.08,-1.4262688697903387,1.4262688697903387
Chile,Magallanes,120128,120128,2023,48,Primavera,2023.0,49.0,4.15,2.55,4.961852158277449,4.15,-2.4118521582774495,2.4118521582774495
Chile,Magallanes,120128,120128,2023,49,Primavera,2023.0,50.0,2.55,1.28,2.669521207311207,2.55,-1.3895212073112069,1.3895212073112069
Chile,Magallanes,120128,120128,2023,50,Primavera,2023.0,51.0,1.28,1.9,1.8202428968253972,1.28,0.07975710317460272,0.07975710317460272
Chile,Magallanes,120128,120128,2023,51,Primavera,2023.0,52.0,1.9,8.5,2.32729460918711,1.9,6.17270539081289,6.17270539081289
Chile,Magallanes,120128,120128,2023,52,Primavera,2024.0,1.0,8.5,18.0,6.9309148496873485,8.5,11.069085150312652,11.069085150312652
Chile,Magallanes,120128,120128,2024,1,Verano,2024.0,2.0,18.0,14.98,9.825180537795545,18.0,5.154819462204456,5.154819462204456
Chile,Magallanes,120128,120128,2024,2,Verano,2024.0,3.0,14.98,15.28,7.9957014420764425,14.98,7.284298557923557,7.284298557923557
