pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Magallanes,120128,120128,2023,16,Otoño,2023.0,17.0,0.65,0.73,1.3579567602767608,0.65,-0.6279567602767608,0.6279567602767608
Chile,Magallanes,120128,120128,2023,17,Otoño,2023.0,18.0,0.73,0.67,1.2282540354090357,0.73,-0.5582540354090356,0.5582540354090356
Chile,Magallanes,120128,120128,2023,18,Otoño,2023.0,19.0,0.67,2.35,1.21914634920635,0.67,1.1308536507936502,1.1308536507936502
Chile,Magallanes,120128,120128,2023,19,Otoño,2023.0,20.0,2.35,3.03,3.1460936507936506,2.35,-0.11609365079365075,0.11609365079365075
Chile,Magallanes,120128,120128,2023,20,Otoño,2023.0,21.0,3.03,3.69,4.187813280423281,3.03,-0.4978132804232813,0.4978132804232813
Chile,Magallanes,120128,120128,2023,21,Otoño,2023.0,22.0,3.69,4.050000000000001,5.884858941798945,3.69,-1.8348589417989443,1.8348589417989443
Chile,Magallanes,120128,120128,2023,22,Otoño,2023.0,23.0,4.050000000000001,3.49,5.269527870370369,4.050000000000001,-1.7795278703703685,1.7795278703703685
Chile,Magallanes,120128,120128,2023,23,Otoño,2023.0,24.0,3.49,5.01,4.637261587301584,3.49,0.3727384126984159,0.3727384126984159
Chile,Magallanes,120128,120128,2023,24,Otoño,2023.0,25.0,5.01,7.949999999999999,7.710766865079359,5.01,0.23923313492064047,0.23923313492064047
Chile,Magallanes,120128,120128,2023,25,Otoño,2023.0,26.0,7.949999999999999,7.15,8.846478809523811,7.949999999999999,-1.6964788095238106,1.6964788095238106
Chile,Magallanes,120128,120128,2023,26,Otoño,2023.0,27.0,7.15,12.81,9.2391148015873,7.15,3.5708851984127,3.5708851984127
Chile,Magallanes,120128,120128,2023,27,Invierno,2023.0,28.0,12.81,3.55,11.6490997089947,12.81,-8.0990997089947,8.0990997089947
Chile,Magallanes,120128,120128,2023,28,Invierno,2023.0,29.0,3.55,2.1,4.831225965608468,3.55,-2.7312259656084676,2.7312259656084676
Chile,Magallanes,120128,120128,2023,29,Invierno,2023.0,30.0,2.1,7.25,2.557609616402118,2.1,4.692390383597882,4.692390383597882
Chile,Magallanes,120128,120128,2023,30,Invierno,2023.0,31.0,7.25,6.529999999999999,8.10722166666667,7.25,-1.57722166666667,1.57722166666667
Chile,Magallanes,120128,120128,2023,31,Invierno,2023.0,32.0,6.529999999999999,4.92,6.892353571428578,6.529999999999999,-1.9723535714285783,1.9723535714285783
Chile,Magallanes,120128,120128,2023,32,Invierno,2023.0,33.0,4.92,6.699999999999999,5.646348531746029,4.92,1.0536514682539702,1.0536514682539702
Chile,Magallanes,120128,120128,2023,33,Invierno,2023.0,34.0,6.699999999999999,6.05,8.21761361111111,6.699999999999999,-2.1676136111111104,2.1676136111111104
Chile,Magallanes,120128,120128,2023,34,Invierno,2023.0,35.0,6.05,3.85,6.6134542460317505,6.05,-2.7634542460317504,2.7634542460317504
Chile,Magallanes,120128,120128,2023,35,Invierno,2023.0,36.0,3.85,6.66,4.803033584656089,3.85,1.8569664153439112,1.8569664153439112
Chile,Magallanes,120128,120128,2023,36,Invierno,2023.0,37.0,6.66,5.36,7.915595555555557,6.66,-2.5555955555555565,2.5555955555555565
Chile,Magallanes,120128,120128,2023,37,Invierno,2023.0,38.0,5.36,6.62,5.708897738095235,5.36,0.9111022619047651,0.9111022619047651
