pais,zona,localidad,anio,semana,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,error_rf,error_abs_rf
Noruega,Centro,32677,2024,7,2024.0,8.0,0.8200000000000001,1.09,0.918697589285712,0.1713024107142881,0.1713024107142881
Noruega,Centro,32677,2024,8,2024.0,9.0,1.09,0.7999999999999999,1.0167824355158717,-0.21678243551587173,0.21678243551587173
Noruega,Centro,32677,2024,9,2024.0,10.0,0.7999999999999999,0.0,1.0067690823412687,-1.0067690823412687,1.0067690823412687
Noruega,Centro,32677,2024,10,2024.0,11.0,0.0,0.06,0.6639077033730156,-0.6039077033730156,0.6039077033730156
Noruega,Centro,32677,2024,11,2024.0,12.0,0.06,0.08,0.5563978670634917,-0.4763978670634917,0.4763978670634917
Noruega,Centro,32677,2024,12,2024.0,13.0,0.08,0.04,0.42018465277777733,-0.38018465277777735,0.38018465277777735
Noruega,Centro,32677,2024,13,2024.0,14.0,0.04,0.12,0.1621058382936508,-0.042105838293650805,0.042105838293650805
Noruega,Centro,32677,2024,14,2024.0,15.0,0.12,0.18,0.13653409226190447,0.04346590773809553,0.04346590773809553
Noruega,Centro,32677,2024,15,2024.0,16.0,0.18,0.18,0.15791030438311682,0.022089695616883176,0.022089695616883176
Noruega,Centro,32677,2024,16,2024.0,17.0,0.18,0.37,0.17462332341269815,0.19537667658730185,0.19537667658730185
Noruega,Centro,32677,2024,17,2024.0,18.0,0.37,0.8900000000000001,0.3907450662878788,0.4992549337121213,0.4992549337121213
Noruega,Centro,32677,2024,18,2024.0,19.0,0.8900000000000001,1.2000000000000002,0.8922693353174602,0.30773066468253996,0.30773066468253996
Noruega,Centro,32677,2024,19,2024.0,20.0,1.2000000000000002,1.4600000000000002,1.374025639880952,0.08597436011904813,0.08597436011904813
Noruega,Centro,32677,2024,20,2024.0,21.0,1.4600000000000002,1.29,1.7229330199314592,-0.43293301993145916,0.43293301993145916
Noruega,Centro,32677,2024,21,2024.0,22.0,1.29,0.4899999999999999,1.6295944002525267,-1.139594400252527,1.139594400252527
Noruega,Centro,32677,2024,22,2024.0,23.0,0.4899999999999999,0.61,1.0410940922619043,-0.4310940922619043,0.4310940922619043
Noruega,Centro,32677,2024,23,2024.0,24.0,0.61,1.27,0.9602846369949486,0.3097153630050514,0.3097153630050514
Noruega,Centro,32677,2024,24,2024.0,25.0,1.27,3.77,1.616837206890331,2.153162793109669,2.153162793109669
Noruega,Centro,32677,2024,25,2024.0,26.0,3.77,2.0900000000000003,3.7693266666666716,-1.6793266666666713,1.6793266666666713
Noruega,Centro,32677,2024,26,2024.0,27.0,2.0900000000000003,3.47,2.79951651785714,0.6704834821428602,0.6704834821428602
Noruega,Centro,32677,2024,27,2024.0,28.0,3.47,3.71,3.732983974567097,-0.02298397456709722,0.02298397456709722
Noruega,Centro,32677,2024,28,2024.0,29.0,3.71,1.14,3.2385464912518027,-2.0985464912518026,2.0985464912518026
Noruega,Centro,32677,2024,29,2024.0,30.0,1.14,3.1300000000000003,3.0265031547619072,0.1034968452380931,0.1034968452380931
Noruega,Centro,32677,2024,30,2024.0,31.0,3.1300000000000003,0.45,3.2705003156565606,-2.8205003156565605,2.8205003156565605
Noruega,Centro,32677,2024,31,2024.0,32.0,0.45,2.79,1.8124341071428598,0.9775658928571402,0.9775658928571402
Noruega,Centro,32677,2024,32,2024.0,33.0,2.79,7.890000000000001,3.1187553273809554,4.771244672619045,4.771244672619045
Noruega,Centro,32677,2024,33,2024.0,34.0,7.890000000000001,11.66,5.1819901515151505,6.47800984848485,6.47800984848485
Noruega,Centro,32677,2024,34,2024.0,35.0,11.66,1.18,6.787185763888882,-5.607185763888882,5.607185763888882
Noruega,Sur/Oeste,33077,2023,17,2023.0,18.0,0.0,0.2,0.16232874007936504,0.03767125992063497,0.03767125992063497
Noruega,Sur/Oeste,33077,2023,18,2023.0,19.0,0.2,0.15,0.27057205717893257,-0.12057205717893257,0.12057205717893257
Noruega,Sur/Oeste,33077,2023,19,2023.0,20.0,0.15,0.35,0.33618425054112533,0.013815749458874649,0.013815749458874649
