anio,semana,temperatura_media_C,salinidad_media_PSU,temperatura_min_c,temperatura_max_c,salinidad_min_psu,salinidad_max_psu,n_dias,archivo_origen,pais,region
2018,25,8.959,32.842,8.89,9.105,32.774,32.923,7,110758_Semanal_2014_2024,Chile,Aysén
2018,26,8.758,32.919,8.623,8.865,32.897,32.939,7,110758_Semanal_2014_2024,Chile,Aysén
2018,27,8.329,32.821,8.232,8.542,32.763,32.938,7,110758_Semanal_2014_2024,Chile,Aysén
2018,28,8.185,32.697,8.084,8.26,32.612,32.759,7,110758_Semanal_2014_2024,Chile,Aysén
2018,29,7.987,32.555,7.928,8.05,32.472,32.662,7,110758_Semanal_2014_2024,Chile,Aysén
2018,30,8.002,32.656,7.969,8.062,32.6,32.701,7,110758_Semanal_2014_2024,Chile,Aysén
2018,31,8.109,32.726,8.052,8.18,32.707,32.754,7,110758_Semanal_2014_2024,Chile,Aysén
2018,32,8.224,32.686,8.2,8.258,32.671,32.71,7,110758_Semanal_2014_2024,Chile,Aysén
2018,33,8.396,32.714,8.283,8.493,32.688,32.742,7,110758_Semanal_2014_2024,Chile,Aysén
2018,34,8.491,32.594,8.453,8.534,32.52,32.673,7,110758_Semanal_2014_2024,Chile,Aysén
